Barcode,Name,Price,InStock
BRC102578,Item 2578,2.01,17
BRC102579,Item 2579,64.07,262
BRC102580,Item 2580,44.39,360
BRC102581,Item 2581,95.48,416
BRC102582,Item 2582,8.68,310
BRC102583,Item 2583,91.33,218
BRC102584,Item 2584,29.59,461
BRC102585,Item 2585,81.17,207
BRC102586,Item 2586,75.64,304
BRC102587,Item 2587,7.49,84
BRC102588,Item 2588,93.49,254
BRC102589,Item 2589,51.73,173
BRC102590,Item 2590,12.87,53
BRC102591,Item 2591,40.37,295
BRC102592,Item 2592,38.74,39
BRC102593,Item 2593,45.18,477
BRC102594,Item 2594,49.29,435
BRC102595,Item 2595,50.85,324
BRC102596,Item 2596,18.27,110
BRC102597,Item 2597,96.66,343
BRC102598,Item 2598,84.61,473
BRC102599,Item 2599,2.75,154
BRC102600,Item 2600,1.91,344
BRC102601,Item 2601,97.53,238
BRC102602,Item 2602,92.7,497
BRC102603,Item 2603,19.68,475
BRC102604,Item 2604,18.79,43
BRC102605,Item 2605,25.03,147
BRC102606,Item 2606,92.29,121
BRC102607,Item 2607,12.29,139
BRC102608,Item 2608,11.94,394
BRC102609,Item 2609,67.4,404
BRC102610,Item 2610,43.97,9
BRC102611,Item 2611,92.69,268
BRC102612,Item 2612,38.88,40
BRC102613,Item 2613,4.56,307
BRC102614,Item 2614,23.13,65
BRC102615,Item 2615,63.28,169
BRC102616,Item 2616,19.01,281
BRC102617,Item 2617,86.75,466
BRC102618,Item 2618,4.18,133
BRC102619,Item 2619,1.6,101
BRC102620,Item 2620,20.18,366
BRC102621,Item 2621,4.12,492
BRC102622,Item 2622,21.02,20
BRC102623,Item 2623,60.25,59
BRC102624,Item 2624,42.86,112
BRC102625,Item 2625,47.2,215
BRC102626,Item 2626,94.68,377
BRC102627,Item 2627,81.44,413
BRC102628,Item 2628,96.06,434
BRC102629,Item 2629,21.05,491
BRC102630,Item 2630,81.06,495
BRC102631,Item 2631,99.2,193
BRC102632,Item 2632,87.23,28
BRC102633,Item 2633,4.88,228
BRC102634,Item 2634,80.35,150
BRC102635,Item 2635,98.32,395
BRC102636,Item 2636,20.2,482
BRC102637,Item 2637,3.87,417
BRC102638,Item 2638,63.34,69
BRC102639,Item 2639,90.39,365
BRC102640,Item 2640,81.16,440
BRC102641,Item 2641,24.46,81
BRC102642,Item 2642,25.53,247
BRC102643,Item 2643,92.06,347
BRC102644,Item 2644,15.77,55
BRC102645,Item 2645,17.41,86
BRC102646,Item 2646,57.22,57
BRC102647,Item 2647,32.78,106
BRC102648,Item 2648,21.93,117
BRC102649,Item 2649,10.04,318
BRC102650,Item 2650,19.75,423
BRC102651,Item 2651,79.68,221
BRC102652,Item 2652,17.92,114
BRC102653,Item 2653,9.15,394
BRC102654,Item 2654,75.96,354
BRC102655,Item 2655,85.16,357
BRC102656,Item 2656,75.99,89
BRC102657,Item 2657,87.66,340
BRC102658,Item 2658,49.16,443
BRC102659,Item 2659,55.19,45
BRC102660,Item 2660,7.69,6
BRC102661,Item 2661,32.98,205
BRC102662,Item 2662,30.77,70
BRC102663,Item 2663,51.1,337
BRC102664,Item 2664,69.62,429
BRC102665,Item 2665,24.03,10
BRC102666,Item 2666,1.62,198
BRC102667,Item 2667,38.76,385
BRC102668,Item 2668,21.33,274
BRC102669,Item 2669,11.8,295
BRC102670,Item 2670,30.45,138
BRC102671,Item 2671,52.97,244
BRC102672,Item 2672,15.99,497
BRC102673,Item 2673,22.36,388
BRC102674,Item 2674,93.02,32
BRC102675,Item 2675,49.85,117
BRC102676,Item 2676,41.82,228
BRC102677,Item 2677,8.56,254
BRC102678,Item 2678,45.13,107
BRC102679,Item 2679,15.87,227
BRC102680,Item 2680,93.44,115
BRC102681,Item 2681,41.21,404
BRC102682,Item 2682,55.48,483
BRC102683,Item 2683,19.64,436
BRC102684,Item 2684,91.19,379
BRC102685,Item 2685,73.33,305
BRC102686,Item 2686,89.9,14
BRC102687,Item 2687,49.13,341
BRC102688,Item 2688,37.09,383
BRC102689,Item 2689,20.68,343
BRC102690,Item 2690,13.99,323
BRC102691,Item 2691,29.79,160
BRC102692,Item 2692,73.73,460
BRC102693,Item 2693,47.86,28
BRC102694,Item 2694,24.01,304
BRC102695,Item 2695,33.54,318
BRC102696,Item 2696,92.9,441
BRC102697,Item 2697,76.16,212
BRC102698,Item 2698,10.58,217
BRC102699,Item 2699,84.12,486
BRC102700,Item 2700,82.41,452
BRC102701,Item 2701,23.3,392
BRC102702,Item 2702,33.42,18
BRC102703,Item 2703,7.91,238
BRC102704,Item 2704,44.37,126
BRC102705,Item 2705,19.95,316
BRC102706,Item 2706,68.53,442
BRC102707,Item 2707,73.74,263
BRC102708,Item 2708,91.25,404
BRC102709,Item 2709,41.72,57
BRC102710,Item 2710,46.42,357
BRC102711,Item 2711,79.59,197
BRC102712,Item 2712,1.82,303
BRC102713,Item 2713,83.23,354
BRC102714,Item 2714,93.71,125
BRC102715,Item 2715,75.91,150
BRC102716,Item 2716,20.02,457
BRC102717,Item 2717,73.0,477
BRC102718,Item 2718,77.63,396
BRC102719,Item 2719,62.59,204
BRC102720,Item 2720,60.35,224
BRC102721,Item 2721,86.32,426
BRC102722,Item 2722,27.16,334
BRC102723,Item 2723,78.74,374
BRC102724,Item 2724,96.88,109
BRC102725,Item 2725,55.78,312
BRC102726,Item 2726,22.1,175
BRC102727,Item 2727,66.17,176
BRC102728,Item 2728,5.39,364
BRC102729,Item 2729,53.64,244
BRC102730,Item 2730,65.18,463
BRC102731,Item 2731,34.5,193
BRC102732,Item 2732,29.52,287
BRC102733,Item 2733,9.31,148
BRC102734,Item 2734,58.66,271
BRC102735,Item 2735,82.84,344
BRC102736,Item 2736,92.81,438
BRC102737,Item 2737,7.81,245
BRC102738,Item 2738,33.13,94
BRC102739,Item 2739,13.74,336
BRC102740,Item 2740,32.88,340
BRC102741,Item 2741,27.94,331
BRC102742,Item 2742,47.74,255
BRC102743,Item 2743,40.79,68
BRC102744,Item 2744,10.95,150
BRC102745,Item 2745,17.36,307
BRC102746,Item 2746,21.21,91
BRC102747,Item 2747,67.09,408
BRC102748,Item 2748,51.79,354
BRC102749,Item 2749,98.44,427
BRC102750,Item 2750,83.14,88
BRC102751,Item 2751,77.05,334
BRC102752,Item 2752,58.11,246
BRC102753,Item 2753,72.29,332
BRC102754,Item 2754,24.44,432
BRC102755,Item 2755,88.31,496
BRC102756,Item 2756,56.54,298
BRC102757,Item 2757,7.82,307
BRC102758,Item 2758,44.63,443
BRC102759,Item 2759,16.39,438
BRC102760,Item 2760,56.84,322
BRC102761,Item 2761,1.26,154
BRC102762,Item 2762,52.25,473
BRC102763,Item 2763,56.5,442
BRC102764,Item 2764,18.16,116
BRC102765,Item 2765,62.58,151
BRC102766,Item 2766,58.43,171
BRC102767,Item 2767,47.86,263
BRC102768,Item 2768,28.35,282
BRC102769,Item 2769,60.9,110
BRC102770,Item 2770,53.87,262
BRC102771,Item 2771,3.77,58
BRC102772,Item 2772,22.45,266
BRC102773,Item 2773,60.89,208
BRC102774,Item 2774,99.57,436
BRC102775,Item 2775,66.61,369
BRC102776,Item 2776,26.2,378
BRC102777,Item 2777,98.83,348
BRC102778,Item 2778,99.49,6
BRC102779,Item 2779,88.19,421
BRC102780,Item 2780,56.05,327
BRC102781,Item 2781,22.2,76
BRC102782,Item 2782,65.08,198
BRC102783,Item 2783,70.11,494
BRC102784,Item 2784,23.98,497
BRC102785,Item 2785,66.39,283
BRC102786,Item 2786,30.29,286
BRC102787,Item 2787,64.07,440
BRC102788,Item 2788,71.73,39
BRC102789,Item 2789,71.05,320
BRC102790,Item 2790,64.64,9
BRC102791,Item 2791,11.5,467
BRC102792,Item 2792,14.86,22
BRC102793,Item 2793,31.93,212
BRC102794,Item 2794,94.57,185
BRC102795,Item 2795,47.7,3
BRC102796,Item 2796,40.85,426
BRC102797,Item 2797,44.86,110
BRC102798,Item 2798,11.48,50
BRC102799,Item 2799,10.61,421
BRC102800,Item 2800,31.25,203
BRC102801,Item 2801,61.62,16
BRC102802,Item 2802,16.91,323
BRC102803,Item 2803,53.94,301
BRC102804,Item 2804,46.48,427
BRC102805,Item 2805,23.42,293
BRC102806,Item 2806,83.81,345
BRC102807,Item 2807,87.56,12
BRC102808,Item 2808,45.69,456
BRC102809,Item 2809,84.73,71
BRC102810,Item 2810,93.96,237
BRC102811,Item 2811,17.84,160
BRC102812,Item 2812,76.65,324
BRC102813,Item 2813,39.73,89
BRC102814,Item 2814,9.23,284
BRC102815,Item 2815,21.7,216
BRC102816,Item 2816,55.47,143
BRC102817,Item 2817,44.88,175
BRC102818,Item 2818,96.21,40
BRC102819,Item 2819,38.16,15
BRC102820,Item 2820,2.35,274
BRC102821,Item 2821,82.8,302
BRC102822,Item 2822,56.53,118
BRC102823,Item 2823,78.54,267
BRC102824,Item 2824,6.67,432
BRC102825,Item 2825,63.75,170
BRC102826,Item 2826,44.3,123
BRC102827,Item 2827,5.89,152
BRC102828,Item 2828,67.59,340
BRC102829,Item 2829,69.78,164
BRC102830,Item 2830,37.73,332
BRC102831,Item 2831,44.2,32
BRC102832,Item 2832,4.28,418
BRC102833,Item 2833,59.53,139
BRC102834,Item 2834,85.96,149
BRC102835,Item 2835,49.54,347
BRC102836,Item 2836,62.07,229
BRC102837,Item 2837,57.85,3
BRC102838,Item 2838,1.12,223
BRC102839,Item 2839,49.95,443
BRC102840,Item 2840,91.21,473
BRC102841,Item 2841,91.38,178
BRC102842,Item 2842,97.51,400
BRC102843,Item 2843,14.7,319
BRC102844,Item 2844,4.05,491
BRC102845,Item 2845,32.15,231
BRC102846,Item 2846,48.38,105
BRC102847,Item 2847,20.55,92
BRC102848,Item 2848,35.76,51
BRC102849,Item 2849,62.83,55
BRC102850,Item 2850,18.21,306
BRC102851,Item 2851,6.86,466
BRC102852,Item 2852,83.01,141
BRC102853,Item 2853,49.56,9
BRC102854,Item 2854,60.1,268
BRC102855,Item 2855,49.61,422
BRC102856,Item 2856,73.02,407
BRC102857,Item 2857,69.33,457
BRC102858,Item 2858,28.75,492
BRC102859,Item 2859,82.61,285
BRC102860,Item 2860,19.72,447
BRC102861,Item 2861,16.38,79
BRC102862,Item 2862,89.65,182
BRC102863,Item 2863,2.38,211
BRC102864,Item 2864,57.46,202
BRC102865,Item 2865,62.77,383
BRC102866,Item 2866,83.5,103
BRC102867,Item 2867,68.46,249
BRC102868,Item 2868,33.22,399
BRC102869,Item 2869,35.68,372
BRC102870,Item 2870,90.82,279
BRC102871,Item 2871,80.03,396
BRC102872,Item 2872,74.78,181
BRC102873,Item 2873,7.53,261
BRC102874,Item 2874,63.58,430
BRC102875,Item 2875,89.32,310
BRC102876,Item 2876,33.02,351
BRC102877,Item 2877,6.64,300
BRC102878,Item 2878,66.17,488
BRC102879,Item 2879,28.53,251
BRC102880,Item 2880,61.55,248
BRC102881,Item 2881,80.25,167
BRC102882,Item 2882,2.71,66
BRC102883,Item 2883,96.14,403
BRC102884,Item 2884,96.27,227
BRC102885,Item 2885,92.51,391
BRC102886,Item 2886,75.28,490
BRC102887,Item 2887,44.03,243
BRC102888,Item 2888,59.37,349
BRC102889,Item 2889,90.5,411
BRC102890,Item 2890,51.14,69
BRC102891,Item 2891,95.38,458
BRC102892,Item 2892,58.65,402
BRC102893,Item 2893,47.56,423
BRC102894,Item 2894,26.29,479
BRC102895,Item 2895,49.44,12
BRC102896,Item 2896,65.67,34
BRC102897,Item 2897,12.29,433
BRC102898,Item 2898,57.21,421
BRC102899,Item 2899,41.33,376
BRC102900,Item 2900,43.61,55
BRC102901,Item 2901,37.79,196
BRC102902,Item 2902,49.14,398
BRC102903,Item 2903,58.03,339
BRC102904,Item 2904,90.98,387
BRC102905,Item 2905,47.71,142
BRC102906,Item 2906,10.48,279
BRC102907,Item 2907,9.08,250
BRC102908,Item 2908,86.24,300
BRC102909,Item 2909,46.87,424
BRC102910,Item 2910,65.08,483
BRC102911,Item 2911,30.78,380
BRC102912,Item 2912,35.38,494
BRC102913,Item 2913,17.14,400
BRC102914,Item 2914,33.51,495
BRC102915,Item 2915,13.16,390
BRC102916,Item 2916,98.02,351
BRC102917,Item 2917,85.83,384
BRC102918,Item 2918,90.17,21
BRC102919,Item 2919,16.87,182
BRC102920,Item 2920,80.47,117
BRC102921,Item 2921,64.26,72
BRC102922,Item 2922,50.64,226
BRC102923,Item 2923,59.21,259
BRC102924,Item 2924,79.74,384
BRC102925,Item 2925,85.13,127
BRC102926,Item 2926,20.46,148
BRC102927,Item 2927,57.26,257
BRC102928,Item 2928,91.25,259
BRC102929,Item 2929,42.84,108
BRC102930,Item 2930,33.43,107
BRC102931,Item 2931,69.7,90
BRC102932,Item 2932,32.61,63
BRC102933,Item 2933,71.91,143
BRC102934,Item 2934,71.63,322
BRC102935,Item 2935,51.86,19
BRC102936,Item 2936,91.08,109
BRC102937,Item 2937,38.23,481
BRC102938,Item 2938,35.85,160
BRC102939,Item 2939,71.6,272
BRC102940,Item 2940,74.46,243
BRC102941,Item 2941,19.87,385
BRC102942,Item 2942,5.8,215
BRC102943,Item 2943,82.32,56
BRC102944,Item 2944,4.58,358
BRC102945,Item 2945,41.84,140
BRC102946,Item 2946,48.9,59
BRC102947,Item 2947,71.15,30
BRC102948,Item 2948,4.99,21
BRC102949,Item 2949,26.42,4
BRC102950,Item 2950,89.63,5
BRC102951,Item 2951,24.82,7
BRC102952,Item 2952,68.93,314
BRC102953,Item 2953,70.49,193
BRC102954,Item 2954,88.38,106
BRC102955,Item 2955,81.36,360
BRC102956,Item 2956,58.32,279
BRC102957,Item 2957,59.38,219
BRC102958,Item 2958,35.02,446
BRC102959,Item 2959,98.6,453
BRC102960,Item 2960,7.21,422
BRC102961,Item 2961,46.45,463
BRC102962,Item 2962,57.36,382
BRC102963,Item 2963,53.55,224
BRC102964,Item 2964,91.98,43
BRC102965,Item 2965,73.1,222
BRC102966,Item 2966,79.92,487
BRC102967,Item 2967,18.59,331
BRC102968,Item 2968,98.55,209
BRC102969,Item 2969,13.51,183
BRC102970,Item 2970,36.25,486
BRC102971,Item 2971,37.33,221
BRC102972,Item 2972,97.21,244
BRC102973,Item 2973,16.52,449
BRC102974,Item 2974,95.64,105
BRC102975,Item 2975,62.08,452
BRC102976,Item 2976,66.43,470
BRC102977,Item 2977,65.64,57
BRC102978,Item 2978,45.67,455
BRC102979,Item 2979,88.5,425
BRC102980,Item 2980,26.86,214
BRC102981,Item 2981,49.74,165
BRC102982,Item 2982,51.95,294
BRC102983,Item 2983,28.2,476
BRC102984,Item 2984,32.42,206
BRC102985,Item 2985,75.58,327
BRC102986,Item 2986,9.3,370
BRC102987,Item 2987,85.42,186
BRC102988,Item 2988,28.64,106
BRC102989,Item 2989,23.16,195
BRC102990,Item 2990,85.61,174
BRC102991,Item 2991,26.58,466
BRC102992,Item 2992,84.74,361
BRC102993,Item 2993,47.6,265
BRC102994,Item 2994,80.52,487
BRC102995,Item 2995,95.29,147
BRC102996,Item 2996,81.92,254
BRC102997,Item 2997,63.23,282
BRC102998,Item 2998,65.17,382
BRC102999,Item 2999,46.61,464
BRC103000,Item 3000,41.27,178
BRC103001,Item 3001,13.88,367
BRC103002,Item 3002,42.6,359
BRC103003,Item 3003,5.24,15
BRC103004,Item 3004,75.36,436
BRC103005,Item 3005,25.02,488
BRC103006,Item 3006,14.5,492
BRC103007,Item 3007,76.38,364
BRC103008,Item 3008,37.4,451
BRC103009,Item 3009,94.8,190
BRC103010,Item 3010,21.25,222
BRC103011,Item 3011,18.71,387
BRC103012,Item 3012,15.96,343
BRC103013,Item 3013,80.3,471
BRC103014,Item 3014,38.16,384
BRC103015,Item 3015,63.38,217
BRC103016,Item 3016,34.57,87
BRC103017,Item 3017,58.13,103
BRC103018,Item 3018,43.65,274
BRC103019,Item 3019,13.45,485
BRC103020,Item 3020,84.61,495
BRC103021,Item 3021,78.85,48
BRC103022,Item 3022,41.61,398
BRC103023,Item 3023,8.6,367
BRC103024,Item 3024,8.17,129
BRC103025,Item 3025,84.65,317
BRC103026,Item 3026,48.52,209
BRC103027,Item 3027,40.36,16
BRC103028,Item 3028,55.81,489
BRC103029,Item 3029,77.91,262
BRC103030,Item 3030,20.26,289
BRC103031,Item 3031,2.56,346
BRC103032,Item 3032,9.74,376
BRC103033,Item 3033,19.91,40
BRC103034,Item 3034,56.75,93
BRC103035,Item 3035,28.06,395
BRC103036,Item 3036,67.79,413
BRC103037,Item 3037,32.63,361
BRC103038,Item 3038,63.65,109
BRC103039,Item 3039,30.83,123
BRC103040,Item 3040,4.74,175
BRC103041,Item 3041,18.64,328
BRC103042,Item 3042,17.14,447
BRC103043,Item 3043,77.15,195
BRC103044,Item 3044,11.96,271
BRC103045,Item 3045,77.71,188
BRC103046,Item 3046,45.38,348
BRC103047,Item 3047,64.29,173
BRC103048,Item 3048,88.02,120
BRC103049,Item 3049,63.16,23
BRC103050,Item 3050,74.77,82
BRC103051,Item 3051,19.03,486
BRC103052,Item 3052,27.32,433
BRC103053,Item 3053,72.08,317
BRC103054,Item 3054,15.38,246
BRC103055,Item 3055,42.18,403
BRC103056,Item 3056,59.36,282
BRC103057,Item 3057,26.86,316
BRC103058,Item 3058,16.57,473
BRC103059,Item 3059,9.21,89
BRC103060,Item 3060,15.28,157
BRC103061,Item 3061,28.87,180
BRC103062,Item 3062,88.6,36
BRC103063,Item 3063,25.83,499
BRC103064,Item 3064,2.6,159
BRC103065,Item 3065,76.89,483
BRC103066,Item 3066,70.37,430
BRC103067,Item 3067,51.19,394
BRC103068,Item 3068,84.24,163
BRC103069,Item 3069,73.23,464
BRC103070,Item 3070,26.67,295
BRC103071,Item 3071,33.62,323
BRC103072,Item 3072,98.09,467
BRC103073,Item 3073,28.37,205
BRC103074,Item 3074,34.7,191
BRC103075,Item 3075,55.3,413
BRC103076,Item 3076,29.8,354
BRC103077,Item 3077,92.76,370
BRC103078,Item 3078,64.84,204
BRC103079,Item 3079,88.1,365
BRC103080,Item 3080,21.15,25
BRC103081,Item 3081,7.72,121
BRC103082,Item 3082,90.35,33
BRC103083,Item 3083,44.17,77
BRC103084,Item 3084,91.52,417
BRC103085,Item 3085,41.65,79
BRC103086,Item 3086,60.09,47
BRC103087,Item 3087,34.82,115
BRC103088,Item 3088,60.25,187
BRC103089,Item 3089,69.48,182
BRC103090,Item 3090,54.77,152
BRC103091,Item 3091,16.23,267
BRC103092,Item 3092,79.97,116
BRC103093,Item 3093,25.01,354
BRC103094,Item 3094,95.16,334
BRC103095,Item 3095,54.6,190
BRC103096,Item 3096,39.06,79
BRC103097,Item 3097,11.38,223
BRC103098,Item 3098,84.13,324
BRC103099,Item 3099,51.46,107
BRC103100,Item 3100,17.43,388
BRC103101,Item 3101,65.28,467
BRC103102,Item 3102,24.46,236
BRC103103,Item 3103,46.33,356
BRC103104,Item 3104,77.96,467
BRC103105,Item 3105,66.1,460
BRC103106,Item 3106,85.88,315
BRC103107,Item 3107,41.71,199
BRC103108,Item 3108,63.49,499
BRC103109,Item 3109,37.71,144
BRC103110,Item 3110,46.95,385
BRC103111,Item 3111,97.73,88
BRC103112,Item 3112,50.95,320
BRC103113,Item 3113,78.67,476
BRC103114,Item 3114,43.4,263
BRC103115,Item 3115,69.61,90
BRC103116,Item 3116,74.27,225
BRC103117,Item 3117,31.27,185
BRC103118,Item 3118,26.52,418
BRC103119,Item 3119,72.96,65
BRC103120,Item 3120,76.38,344
BRC103121,Item 3121,26.31,66
BRC103122,Item 3122,28.8,129
BRC103123,Item 3123,77.87,399
BRC103124,Item 3124,40.71,55
BRC103125,Item 3125,18.18,90
BRC103126,Item 3126,27.74,384
BRC103127,Item 3127,65.41,268
BRC103128,Item 3128,25.11,429
BRC103129,Item 3129,3.44,234
BRC103130,Item 3130,75.92,393
BRC103131,Item 3131,80.63,224
BRC103132,Item 3132,37.08,54
BRC103133,Item 3133,99.45,218
BRC103134,Item 3134,3.61,360
BRC103135,Item 3135,17.74,403
BRC103136,Item 3136,63.37,475
BRC103137,Item 3137,12.88,411
BRC103138,Item 3138,29.86,455
BRC103139,Item 3139,75.81,55
BRC103140,Item 3140,7.34,197
BRC103141,Item 3141,16.07,23
BRC103142,Item 3142,76.48,127
BRC103143,Item 3143,13.33,478
BRC103144,Item 3144,60.24,95
BRC103145,Item 3145,24.33,226
BRC103146,Item 3146,1.53,243
BRC103147,Item 3147,5.34,495
BRC103148,Item 3148,74.77,323
BRC103149,Item 3149,60.29,484
BRC103150,Item 3150,32.59,156
BRC103151,Item 3151,52.42,350
BRC103152,Item 3152,92.51,1
BRC103153,Item 3153,31.9,36
BRC103154,Item 3154,97.71,170
BRC103155,Item 3155,41.06,89
BRC103156,Item 3156,90.34,28
BRC103157,Item 3157,87.86,268
BRC103158,Item 3158,67.47,328
BRC103159,Item 3159,20.28,294
BRC103160,Item 3160,17.45,92
BRC103161,Item 3161,34.15,43
BRC103162,Item 3162,92.68,39
BRC103163,Item 3163,26.18,388
BRC103164,Item 3164,98.69,240
BRC103165,Item 3165,56.93,164
BRC103166,Item 3166,97.65,387
BRC103167,Item 3167,19.67,308
BRC103168,Item 3168,46.87,323
BRC103169,Item 3169,97.43,159
BRC103170,Item 3170,69.62,344
BRC103171,Item 3171,21.02,130
BRC103172,Item 3172,76.62,273
BRC103173,Item 3173,87.66,345
BRC103174,Item 3174,36.84,342
BRC103175,Item 3175,83.02,91
BRC103176,Item 3176,69.18,86
BRC103177,Item 3177,23.29,10
BRC103178,Item 3178,27.72,3
BRC103179,Item 3179,55.97,60
BRC103180,Item 3180,39.4,221
BRC103181,Item 3181,76.86,69
BRC103182,Item 3182,98.69,176
BRC103183,Item 3183,83.89,451
BRC103184,Item 3184,18.73,31
BRC103185,Item 3185,39.64,135
BRC103186,Item 3186,34.29,246
BRC103187,Item 3187,98.79,167
BRC103188,Item 3188,89.2,290
BRC103189,Item 3189,82.19,190
BRC103190,Item 3190,52.53,164
BRC103191,Item 3191,17.47,485
BRC103192,Item 3192,54.13,407
BRC103193,Item 3193,52.29,468
BRC103194,Item 3194,83.07,301
BRC103195,Item 3195,27.53,127
BRC103196,Item 3196,24.18,413
BRC103197,Item 3197,21.03,97
BRC103198,Item 3198,78.78,91
BRC103199,Item 3199,74.85,5
BRC103200,Item 3200,29.7,238
BRC103201,Item 3201,6.33,316
BRC103202,Item 3202,67.55,436
BRC103203,Item 3203,36.68,426
BRC103204,Item 3204,56.36,296
BRC103205,Item 3205,27.6,148
BRC103206,Item 3206,89.26,199
BRC103207,Item 3207,44.54,37
BRC103208,Item 3208,18.84,47
BRC103209,Item 3209,90.18,208
BRC103210,Item 3210,87.99,216
BRC103211,Item 3211,8.51,84
BRC103212,Item 3212,57.69,393
BRC103213,Item 3213,56.97,359
BRC103214,Item 3214,92.68,491
BRC103215,Item 3215,45.14,88
BRC103216,Item 3216,43.62,195
BRC103217,Item 3217,55.75,404
BRC103218,Item 3218,52.64,359
BRC103219,Item 3219,68.08,24
BRC103220,Item 3220,64.87,328
BRC103221,Item 3221,7.97,421
BRC103222,Item 3222,77.52,371
BRC103223,Item 3223,94.63,213
BRC103224,Item 3224,64.85,324
BRC103225,Item 3225,32.32,189
BRC103226,Item 3226,93.12,385
BRC103227,Item 3227,70.18,324
BRC103228,Item 3228,8.77,181
BRC103229,Item 3229,70.93,357
BRC103230,Item 3230,38.81,420
BRC103231,Item 3231,67.74,209
BRC103232,Item 3232,62.59,264
BRC103233,Item 3233,44.5,121
BRC103234,Item 3234,15.48,375
BRC103235,Item 3235,13.95,225
BRC103236,Item 3236,9.46,423
BRC103237,Item 3237,87.97,261
BRC103238,Item 3238,85.63,122
BRC103239,Item 3239,3.49,174
BRC103240,Item 3240,55.9,132
BRC103241,Item 3241,18.85,101
BRC103242,Item 3242,68.15,44
BRC103243,Item 3243,86.1,5
BRC103244,Item 3244,60.66,85
BRC103245,Item 3245,20.59,189
BRC103246,Item 3246,38.11,422
BRC103247,Item 3247,1.66,419
BRC103248,Item 3248,45.33,238
BRC103249,Item 3249,79.48,138
BRC103250,Item 3250,60.55,285
BRC103251,Item 3251,9.97,484
BRC103252,Item 3252,28.91,14
BRC103253,Item 3253,9.57,103
BRC103254,Item 3254,50.16,405
BRC103255,Item 3255,48.03,122
BRC103256,Item 3256,97.86,468
BRC103257,Item 3257,34.99,377
BRC103258,Item 3258,5.08,123
BRC103259,Item 3259,37.01,131
BRC103260,Item 3260,67.07,493
BRC103261,Item 3261,32.98,264
BRC103262,Item 3262,76.77,33
BRC103263,Item 3263,10.31,42
BRC103264,Item 3264,42.68,32
BRC103265,Item 3265,90.41,101
BRC103266,Item 3266,49.34,137
BRC103267,Item 3267,54.36,222
BRC103268,Item 3268,68.39,349
BRC103269,Item 3269,93.28,386
BRC103270,Item 3270,69.26,146
BRC103271,Item 3271,62.51,263
BRC103272,Item 3272,84.37,71
BRC103273,Item 3273,72.69,326
BRC103274,Item 3274,57.24,301
BRC103275,Item 3275,8.53,95
BRC103276,Item 3276,17.88,473
BRC103277,Item 3277,21.3,462
BRC103278,Item 3278,99.79,440
BRC103279,Item 3279,75.93,441
BRC103280,Item 3280,11.03,350
BRC103281,Item 3281,99.18,249
BRC103282,Item 3282,27.11,449
BRC103283,Item 3283,46.64,41
BRC103284,Item 3284,3.98,329
BRC103285,Item 3285,64.84,384
BRC103286,Item 3286,91.21,3
BRC103287,Item 3287,73.97,408
BRC103288,Item 3288,21.19,399
BRC103289,Item 3289,58.59,196
BRC103290,Item 3290,91.67,380
BRC103291,Item 3291,90.42,255
BRC103292,Item 3292,97.54,395
BRC103293,Item 3293,19.81,341
BRC103294,Item 3294,67.51,458
BRC103295,Item 3295,98.57,316
BRC103296,Item 3296,62.43,69
BRC103297,Item 3297,4.44,364
BRC103298,Item 3298,36.61,225
BRC103299,Item 3299,27.41,479
BRC103300,Item 3300,15.7,65
BRC103301,Item 3301,82.83,418
BRC103302,Item 3302,33.17,184
BRC103303,Item 3303,18.07,392
BRC103304,Item 3304,17.72,166
BRC103305,Item 3305,34.4,328
BRC103306,Item 3306,88.56,410
BRC103307,Item 3307,45.63,152
BRC103308,Item 3308,65.47,328
BRC103309,Item 3309,18.55,498
BRC103310,Item 3310,98.05,108
BRC103311,Item 3311,97.24,495
BRC103312,Item 3312,47.45,137
BRC103313,Item 3313,40.08,359
BRC103314,Item 3314,39.27,144
BRC103315,Item 3315,87.76,179
BRC103316,Item 3316,44.95,195
BRC103317,Item 3317,58.73,364
BRC103318,Item 3318,43.78,340
BRC103319,Item 3319,77.71,83
BRC103320,Item 3320,28.18,157
BRC103321,Item 3321,17.59,240
BRC103322,Item 3322,37.05,494
BRC103323,Item 3323,6.79,486
BRC103324,Item 3324,35.91,333
BRC103325,Item 3325,62.1,450
BRC103326,Item 3326,54.76,126
BRC103327,Item 3327,29.93,14
BRC103328,Item 3328,86.42,34
BRC103329,Item 3329,12.39,270
BRC103330,Item 3330,57.18,78
BRC103331,Item 3331,46.95,258
BRC103332,Item 3332,65.37,74
BRC103333,Item 3333,32.8,16
BRC103334,Item 3334,98.6,443
BRC103335,Item 3335,65.43,326
BRC103336,Item 3336,78.28,418
BRC103337,Item 3337,18.19,330
BRC103338,Item 3338,72.1,374
BRC103339,Item 3339,97.16,113
BRC103340,Item 3340,49.94,41
BRC103341,Item 3341,16.83,417
BRC103342,Item 3342,92.69,471
BRC103343,Item 3343,84.87,7
BRC103344,Item 3344,17.94,303
BRC103345,Item 3345,18.46,367
BRC103346,Item 3346,17.47,452
BRC103347,Item 3347,44.63,397
BRC103348,Item 3348,24.6,213
BRC103349,Item 3349,65.77,341
BRC103350,Item 3350,59.49,490
BRC103351,Item 3351,98.06,145
BRC103352,Item 3352,95.83,329
BRC103353,Item 3353,26.9,99
